dataset,category,file_path,file_type,metadata_score,flags,timeline_flags,anomaly
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00025.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00026.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00027.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00028.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00029.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00030.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00031.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00032.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00033.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00034.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00035.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00036.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00037.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00038.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00039.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00040.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00041.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00042.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00043.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00044.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00045.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00046.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00047.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00048.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00049.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00050.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00051.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00052.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00053.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00054.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00055.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00056.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00057.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00058.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00059.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00060.jpg,image,40,camera_model_missing; camera_make_missing; software_tag_present,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00061.jpg,image,40,camera_model_missing; camera_make_missing; software_tag_present,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00062.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00063.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00064.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00065.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00066.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00067.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00068.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00069.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00070.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00071.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00072.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00073.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00074.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00075.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00076.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00077.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00078.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00079.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00080.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00081.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00082.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00083.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00084.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00085.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00086.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00087.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00088.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00089.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00090.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00091.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00092.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00093.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00094.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00095.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00096.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00097.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00098.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00099.jpg,image,80,software_tag_present,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_00100.jpg,image,40,camera_model_missing; camera_make_missing; software_tag_present,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_10001.jpg,image,60,editing_software_detected; software_tag_present,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_10002.jpg,image,60,editing_software_detected; software_tag_present,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_10003.jpg,image,80,software_tag_present,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_10004.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_10005.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_10101.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_10102.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_10103.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_10104.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_ani_10105.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
